Transcript_ID	Gene_ID	Architecture	Collapsed_Arch	Subclass	Combined_Subclasses	Arch_Type	OG_orig_ID	OG_orig_Size	OG	OG_Size	Fusion_Flag	Merged_Flag	Pair_Flag	PutPair_Flag	Truncated_Flag	Pseudogene_Flag	NoEvidence_Flag	CorBound_Flag	CorTrans_Flag	Misassembly_Flag	Delete_Flag	Mod_Flag	Note_Flag	Accession_Name	Origin	Seed_Collection	Sequencing_Facility	Population	Albugo_Phenotype	Assembly_Quality	Expression	Relict_Flag	TE_In_Exons	TE_In_Introns	TEs_2kb_Downstream	TEs_2kb_Upstream	Outlier
9911|T262-R1	9911|G262	NB,LRR	NB,LRR	NL	NL	canonical	75	63	75.1	59	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	98	0	0	0	0	0	0
9911|T264-R1	9911|G264	NB	NB	N	N	canonical	22	67	22.1	60	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	73	0	0	0	0	0	0
9911|T269.2-R1	9911|G269.2	NB	NB	N	N	canonical	76	63	76.1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	98	0	0	0	0	0	0
9911|T270-R1	9911|G270	NB	NB	N	N	canonical	54	64	54.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	82	0	0	0	0	0	0
9911|T274.1-R1	9911|G274.1	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	42	66	42.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	1	0	0
9911|T274.2-R1	9911|G274.2	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	57	64	57.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	66	0	0	0	0	0	0
9911|T277-R1	9911|G277	Coil,NB,LRR,Coil,NB	Coil,NB,LRR	CNL	CNL	canonical	3	145	3.8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	96	0	0	0	0	0	0
9911|T278-R1	9911|G278	Coil,NB,LRR,Coil	Coil,NB,LRR	CNL	CNL	canonical	3	145	3.19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	96	0	0	0	0	0	0
9911|T286-R1	9911|G286	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	8	101	8.4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	61	0	0	0	0	0	0
9911|T287-R1	9911|G287	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	8	101	8.3	38	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	59	0	0	0	0	0	0
9911|T290-R1	9911|G290	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	143	50	143.1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	99	0	0	0	0	0	0
9911|T293-R1	9911|G293	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	176	36	176.3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	93	0	0	0	1	1	0
9911|T303-R1	9911|G303	NB	NB	N	N	canonical	72	63	72.1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	13	0	0	0	1	1	0
9911|T305-R1	9911|G305	NB	NB	N	N	canonical	9	97	9.5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	1	0
9911|T308-R1	9911|G308	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	127	56	127.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	89	0	0	0	0	0	0
9911|T313.1-R1	9911|G313.1	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	68	63	68.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	95	0	0	0	0	1	0
9911|T313.2-R1	9911|G313.2	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	66	63	66.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T315-R1	9911|G315	TIR	TIR	T	T(L)	canonical	62	64	62.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	1	0	0
9911|T316-R1	9911|G316	TIR	TIR	T	T(L)	canonical	51	65	1409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	1	1
9911|T321.1-R1	9911|G321.1	RPW8,NB,PF00412,PF12315	RPW8,NB,PF00412,PF12315	RNX	R(C,N)X	noncanonical	117	58	117.1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	22	0	0	0	0	0	0
9911|T324-R1	9911|G324	Coil,NB,LRR,PF04548,PF00069	Coil,NB,LRR,PF04548,PF00069	CNLX	C(N,L)X	noncanonical	49	65	49.1	59	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	82	0	0	0	1	0	0
9911|T325-R1	9911|G325	NB,LRR	NB,LRR	NL	NL	canonical	25	67	25.1	59	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	85	0	0	0	0	0	0
9911|T327-R1	9911|G327	TIR	TIR	T	T(L)	canonical	235	16	235.1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	1	0	0	0	1	1	0
9911|T328-R1	9911|G328	NB,LRR	NB,LRR	NL	NL	canonical	69	63	69.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	6	0	0	1	0	1	0
9911|T330-R1	9911|G330	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	334	3	813	3	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	93	0	0	0	1	0	0
9911|T334-R1	9911|G334	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	229	17	229.1	16	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	29	0	0	0	0	0	0
9911|T335-R1	9911|G335	TIR,NB,NB	TIR,NB	TN	TN	canonical	243	15	243.1	14	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	0	0
9911|T337-R1	9911|G337	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	171	39	171.1	36	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	15	0	0	0	0	1	0
9911|T338-R1	9911|G338	TIR,NB	TIR,NB	TN	TN	canonical	13	83	13.6	3	0	0	0	1	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	18	0	0	0	1	1	0
9911|T340-R1	9911|G340	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	97	0	0	0	1	0	0
9911|T343-R1	9911|G343	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	161	42	161.1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	0	0
9911|T346-R1	9911|G346	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	32	66	32.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T347-R1	9911|G347	RPW8,Coil,NB,LRR	RPW8,Coil,NB,LRR	RCNL	R(C,N)L	canonical	31	66	31.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T349-R1	9911|G349	TIR	TIR	T	T(L)	canonical	231	17	231.1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	1	0
9911|T351-R1	9911|G351	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	10	95	10.8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	86	0	0	1	0	0	0
9911|T354-R1	9911|G354	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.21	22	0	0	0	0	0	0	0	1	0	0	0	1	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	92	0	0	0	1	0	0
9911|T355-R1	9911|G355	TIR	TIR	T	T(L)	canonical	248	12	248.1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	30	0	0	0	0	0	0
9911|T359.1-R1	9911|G359.1	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	64	63	64.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	29	0	0	0	1	0	0
9911|T359.2-R1	9911|G359.2	TIR	TIR	T	T(L)	canonical	118	58	118.1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	1	0	1	0	1	1	0
9911|T361-R1	9911|G361	NB	NB	N	N	canonical	114	59	114.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	79	0	0	0	0	0	0
9911|T365-R1	9911|G365	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	20	69	20.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	99	0	0	0	0	0	0
9911|T367-R1	9911|G367	Coil,NB	Coil,NB	CN	CN	canonical	12	86	12.2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	24	0	0	1	1	0	0
9911|T369-R1	9911|G369	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	35	66	35.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T371-R1	9911|G371	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	50	65	50.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	1	0	1	0
9911|T374-R1	9911|G374	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	63	64	63.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	67	0	0	0	0	0	0
9911|T376-R1	9911|G376	TIR,NB	TIR,NB	TN	TN	canonical	242	15	242.1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	23	0	0	0	0	1	0
9911|T379-R1	9911|G379	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	10	95	10.2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T382-R1	9911|G382	TIR,NB	TIR,NB	TN	TN	canonical	145	50	145.1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	96	0	0	0	0	0	0
9911|T383-R1	9911|G383	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	125	57	125.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	4	0	0	0	0	0	0
9911|T387-R1	9911|G387	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	37	66	37.1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	3	0	0	0	0	0	0
9911|T389-R1	9911|G389	TIR,NB,LRR,LRR,LRR,LRR,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	39	66	39.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T393-R1	9911|G393	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	59	64	59.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	1	1	0	0
9911|T397-R1	9911|G397	TIR	TIR	T	T(L)	canonical	119	58	119.1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	1	0	0	0
9911|T400-R1	9911|G400	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	73	63	73.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	1	0	1	0
9911|T403-R1	9911|G403	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	175	37	175.1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	0	0
9911|T410-R1	9911|G410	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	77	63	77.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	1	0
9911|T413-R1	9911|G413	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	170	39	170.1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	19	0	0	0	1	0	0
9911|T415-R1	9911|G415	NB	NB	N	N	canonical	15	80	15.2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	99	0	0	0	1	1	0
9911|T418-R1	9911|G418	NB	NB	N	N	canonical	135	54	135.11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	19	0	1	0	1	1	0
9911|T421-R1	9911|G421	TIR,NB	TIR,NB	TN	TN	canonical	40	66	40.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	0	0
9911|T424-R1	9911|G424	NB,LRR	NB,LRR	NL	NL	canonical	53	64	53.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	4	0	0	0	0	1	0
9911|T428-R1	9911|G428	NB,LRR	NB,LRR	NL	NL	canonical	89	61	89.1	57	0	0	0	0	0	0	0	0	0	0	0	0	1	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T431-R1	9911|G431	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	10	95	1256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	80	0	0	1	1	1	1
9911|T434-R1	9911|G434	Coil,NB	Coil,NB	CN	CN	canonical	101	61	101.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T438-R1	9911|G438	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	36	66	36.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	99	0	0	0	0	0	0
9911|T441-R1	9911|G441	NB,LRR	NB,LRR	NL	NL	canonical	27	67	27.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T444-R1	9911|G444	Coil,NB	Coil,NB	CN	CN	canonical	6	122	6.7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	1	0	0	0
9911|T445-R1	9911|G445	Coil,NB	Coil,NB	CN	CN	canonical	228	17	228.1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	8	0	0	1	0	0	0
9911|T448-R1	9911|G448	Coil,NB	Coil,NB	CN	CN	canonical	61	64	61.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	97	0	0	0	1	0	0
9911|T450-R1	9911|G450	Coil,NB	Coil,NB	CN	CN	canonical	15	80	15.4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	99	0	0	0	1	1	0
9911|T455.1-R1	9911|G455.1	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	92	61	92.1	56	0	0	0	0	0	0	0	0	0	0	0	0	1	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	10	0	0	0	0	0	0
9911|T457-R1	9911|G457	Coil,NB	Coil,NB	CN	CN	canonical	14	82	14.1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	65	0	0	0	0	0	0
9911|T462-R1	9911|G462	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	159	43	159.1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	70	0	0	0	0	0	0
9911|T464-R1	9911|G464	NB,LRR	NB,LRR	NL	NL	canonical	82	62	1811	1	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	4	0	0	0	0	1	1
9911|T465-R1	9911|G465	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	55	64	55.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	90	0	0	0	1	1	0
9911|T467-R1	9911|G467	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	198	26	198.1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	12	0	0	0	0	0	0
9911|T470-R1	9911|G470	Coil,NB,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	65	63	65.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	30	0	0	0	0	0	0
9911|T472.2-R1	9911|G472.2	Coil,NB	Coil,NB	CN	CN	canonical	56	64	56.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T478-R1	9911|G478	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	110	59	110.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	74	0	0	0	0	1	0
9911|T481-R1	9911|G481	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	97	61	97.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	0	0
9911|T485-R1	9911|G485	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	44	65	44.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	38	0	0	0	0	1	0
9911|T488-R1	9911|G488	PF00635,PF00635,TIR	PF00635,TIR	TX	T(N,L)X	noncanonical	169	39	169.1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	55	0	0	1	0	1	0
9911|T491-R1	9911|G491	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	112	59	112.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	94	0	0	1	0	0	0
9911|T493-R1	9911|G493	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	3	145	3.17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	97	0	0	0	1	0	0
9911|T497-R1	9911|G497	NB	NB	N	N	canonical	33	66	33.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T502-R1	9911|G502	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	210	23	210.1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	0	1	0
9911|T504-R1	9911|G504	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	83	62	83.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	72	0	0	0	0	0	0
9911|T507-R1	9911|G507	NB	NB	N	N	canonical	17	71	17.3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	49	0	0	0	0	0	0
9911|T509-R1	9911|G509	TIR	TIR	T	T(L)	canonical	98	61	98.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	11	0	0	0	1	0	0
9911|T512-R1	9911|G512	NB	NB	N	N	canonical	104	60	104.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	100	0	0	0	0	0	0
9911|T514-R1	9911|G514	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	91	61	91.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	10	0	0	0	0	0	0
9911|T517-R1	9911|G517	TIR,TIR	TIR	T	T(L)	canonical	29	66	29.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	28	0	0	1	0	1	0
9911|T518-R1	9911|G518	TIR	TIR	T	T(L)	canonical	123	57	123.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	2	0	1	0	1	0	0
9911|T520-R1	9911|G520	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	60	64	60.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	1	0	0
9911|T523-R1	9911|G523	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	206	24	206.1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	31	0	0	0	0	0	0
9911|T526-R1	9911|G526	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	28	66	28.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	99	0	0	0	0	0	0
9911|T530-R1	9911|G530	NB	NB	N	N	canonical	93	61	93.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	1	0	0	0	0	0	0
9911|T532-R1	9911|G532	TIR	TIR	T	T(L)	canonical	158	44	158.1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	0	0	0	0	1	0	0
9911|T538-R1	9911|G538	TIR,TIR	TIR	T	T(L)	canonical	52	64	52.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	ARGE-1-15	FRA	OTHER	MPI/MPGC_Cologne	NA	NA	37.3617	20	0	0	0	0	0	0
